longitude,latitude,elevation,slope_deg,aspect_sin,aspect_cos,curvature,relief_amplitude,roughness,plan_curvature,profile_curvature
93.74999999999967,21.5,2017.2603759765625,23.13669045104166,-0.9892236896756132,0.14641206160889214,-0.018448906506694073,68.434814453125,18.2081507564359,-0.00839691228005349,0.0017113236561236741
93.79999999999967,21.5,2456.553466796875,30.17557889965988,0.9990477100501295,-0.0436311017920986,-0.004139287437253389,67.842529296875,22.686589567344146,0.003035165658934151,0.005009364449290681
93.84999999999967,21.5,2009.0460205078125,24.141557420691605,0.3572822636158382,0.9339964582938967,-0.0059592821936212525,51.87255859375,14.066973262261804,-0.010137864514496274,-0.004404363419911547
93.89999999999966,21.5,1248.251708984375,28.524347659456875,0.9501109977027404,-0.3119119940693259,-0.005312320151017936,85.4560546875,23.101383511170006,0.005157843754265552,0.004092368134188558
93.94999999999966,21.5,1674.4766845703125,22.783683157728383,-0.09141505771896093,0.9958128776141826,-0.00312965128032381,44.773681640625,13.737780668834807,-0.0026179667560484797,-0.0041250322200449335
93.99999999999966,21.5,0.0,,,,,,,,
94.04999999999966,21.5,705.38330078125,24.309751449418027,0.8313196577864284,0.5557945902740108,0.020393173728796638,62.00030517578125,16.777940572529314,0.017037565496307718,-0.02867318545390565
94.09999999999965,21.5,412.9634704589844,3.25675902208065,0.4567567464876772,0.8895916335813819,0.0025380632820026137,38.37176513671875,8.998920091489852,-0.0032722106270698667,-0.001167974377993609
94.14999999999965,21.5,447.1348571777344,6.390291482848853,-0.8081423594771802,0.5889872042911086,0.00047121414131165223,19.040802001953125,4.879744033977635,0.005131459435231031,-0.0007928367719002544
94.19999999999965,21.5,385.6263427734375,11.553481664981714,0.5842146576197726,-0.8115991829851801,-0.006620734640335778,15.414276123046875,4.2215450778330315,-0.004022291907600988,0.0025521686223713472
94.24999999999964,21.5,436.8446350097656,6.549856360527776,0.891443380373654,-0.4531320994897546,0.013451925149905784,31.720733642578125,7.753436873390861,0.004184476750720939,-0.019050260785992586
94.29999999999964,21.5,357.13330078125,3.376534594022094,0.09792751683937959,0.9951935497407893,0.023452753554954103,24.033416748046875,6.288916604371339,0.010579157886012063,-0.019118838743178268
94.34999999999964,21.5,254.36790466308594,11.017256992449965,0.47783300241858523,0.8784506940060098,0.00494424663611214,17.612167358398438,4.377277882050544,0.007348538992107841,-0.006653297782550284
94.39999999999964,21.5,223.01589965820312,1.491237238285381,-0.5243186249390455,0.8515221544634224,-0.011621355848632955,19.489578247070312,5.362210291304479,-0.0031269236850018757,0.020654207777137692
94.44999999999963,21.5,183.92874145507812,8.26776777092181,-0.6668269127479235,0.7452126330350776,-0.004485659846954541,9.424911499023438,2.834621499965355,-0.0028106114029668172,0.004102472550025635
94.49999999999963,21.5,203.62277221679688,0.7199724675313979,0.9966665466743156,0.08158305424715422,0.0011129320376651983,5.7864532470703125,1.5467129260647756,-7.244690887587384e-05,0.0037625440416129675
94.54999999999963,21.5,209.61643981933594,10.370727225447121,-0.8885191610993677,-0.4588395148189353,-0.0023988518996484976,19.76519775390625,5.173416721964383,-0.004334908908346635,-0.0018649322569146965
94.59999999999962,21.5,199.771240234375,3.1348583895332123,-0.6889906440019627,0.72477023426584,0.0005545167144700197,7.94134521484375,2.413901885086456,0.002999087800953838,-0.0004927544872695633
94.64999999999962,21.5,224.1806182861328,7.722372251914882,0.0004470608058895679,0.999999900068313,0.003898298216499114,10.96044921875,2.7728013566088108,-0.0027353790611300737,-0.004522641826215247
94.69999999999962,21.5,246.78054809570312,5.15363451832489,0.021322491498866832,0.9997726498340914,0.005699489948484575,16.434829711914062,3.6883596823131577,-0.00039672731438160586,-0.0015621027592196146
94.74999999999962,21.5,268.95489501953125,1.4404841344885282,0.6547886388659555,0.7558120390758997,0.0029783645612103528,6.42266845703125,1.378816256612816,0.001644917395420135,-0.0016825116953493795
94.79999999999961,21.5,266.7878112792969,0.5028032821555419,-0.9832970556006387,-0.18200796808687902,0.0006695946737865387,5.471771240234375,1.1454799818568782,0.0038686005331459053,-0.003249164355356551
94.84999999999961,21.5,299.94940185546875,3.6376312549541634,-0.9730217466077238,-0.23071341666330236,-0.00013344972167180194,5.84356689453125,1.7478447898258664,-0.002299184791541104,-0.0024308531740497566
94.89999999999961,21.5,247.5585174560547,2.1308303070935626,0.588786801599574,-0.8082883781560539,0.001748284506498463,3.2647247314453125,0.8739978830354647,-0.0001232610205096293,-0.0019525258158490024
94.9499999999996,21.5,208.40196228027344,2.1106760562691766,0.0006176777474924716,-0.999999809237082,-0.003297377707911055,4.66021728515625,1.443702563722111,-2.351095980250058e-05,0.003195461699003545
94.9999999999996,21.5,0.0,,,,,,,,
95.0499999999996,21.5,176.20367431640625,1.566013969355134,-0.9122151046781362,-0.4097116093022714,0.0011789323782955387,5.0806121826171875,1.3081077331939155,0.001211269951749791,-0.0025721057064332334
95.0999999999996,21.5,166.3012237548828,0.8531008325789401,-0.48351280608375324,-0.8753372871944933,-0.00030422948441105206,1.836578369140625,0.5449062079245406,0.0016460187180324579,-0.0005694419392969222
